,recipe_id,step,description
10359,7132,2,"Add the spinach and sauté on a high flame for 5 to 7 minutes, or till all the water evaporates, while stirring continuously."
10360,7132,3,"Add the sesame seeds, soya sauce and salt and toss gently."
10361,7132,4,Divide the mixture into 4 equal portions and keep aside.
10362,7139,1,"Combine all the ingredients together in a bowl, add 2 tbsp of water and mix well to a smooth batter (add 1 tbsp water if required to make it of pouring consistency)."
10363,7139,2,Divide the batter into 4 equal portions and keep aside.
10364,7139,3,"Heat a non-stick pan, pour a portion of the batter and tilt the pan around quickly to make a 125 mm. (5”) diameter thin circle."
10365,7139,4,Cook on using ¼ tsp oil till both sides turn brown in colour.
10366,7139,5,Repeat with the remaining batter to make 3 more pancakes and keep aside.
10367,7140,1,"Boil a vesselful of water, add the tomatoes and cook for 3-4 minutes. Remove from the flame and keep aside to cool."
10368,7140,2,Remove the skin of the tomatoes and blend in a mixer to a smooth purée.
10369,7140,3,"Heat a non-stick pan, add the tomato purée and all the remaining ingredients and mix well."
10370,7140,4,Cook on a medium flame for 8 to 10 minutes or till it becomes thick while stirring continuously. Keep aside.
10371,7141,1,"Heat the soya oil in a pan, add the onions and sauté for 2 minutes while stirring continuously."
10372,7141,2,"Add the cabbage, bean sprouts, carrots, tofu and sauté for 2 minutes."
10373,7141,3,"Add the soya sauce, sugar and salt, mix well and cook for another minute. "
10374,7141,4,"Remove from the flame, cool and divide it into 6 equal portions. Keep aside. "
10375,7148,1,Heat the sugar in a non-stick pan and allow it to caramelize to a light brown colour.
10376,7148,2,"Add ¼ cup hot water and allow it to mix with the caramel to make a syrup, over a slow flame."
10377,7148,3,Add the butter and cream and mix well. 
10378,7148,4,Allow it to simmer for 5 to 7 minutes till it is of a syrupy consistency. Keep warm.
10379,7158,1,Combine all the ingredients in a deep bowl and mix well using a whisk. Keep aside.
10380,7159,1,"Combine all the ingredients along with ½ cup of water in a non-stick pan and bring to boil, while stirring continuously."
10381,7159,2,Strain the sauce using a seive and keep aside to cool.
10382,7162,1,"12 to 15. Freshly crushed strawberries can be substituted. When strawberry are in season, crush them using a muddler and use in recipe."
10383,7171,1,"Follow the exact recipe, except use a heart-shaped mould. However, if you do not have a heart-shaped mould, use a round tin and then when the sponge is cool, cut a heart shape by using a butter paper cut-out placed on the cake."
10384,7172,1,Fill a butter paper-piping bag with melted chocolate and fold the top end of the piping bag so as to seal it. Snip a bit off the tip so as to get a tiny hole for the piping to come out.
10385,7172,2,Pour the melted chocolate along the circumference of the cake such that it flows downwards along the sides if the cake.
10386,7172,3,Continue throughout the circumference and you will see that the chocolate flows down along the sides of the cake adding beauty to a simple cake.
10387,7172,4,Place the strawberries and nutties on top.
10388,7172,5,Cut into 6 equal wedges and serve.
10389,7178,1,"Boil ¾ cup of water in a deep non-stick pan, add the strawberry jelly crystals into it, mix well and cook on a medium flame for 2 minutes, while stirring continuously using a whisk."
10390,7178,2,"Cool slightly, while stirring continuously. Add the strawberries and mix well."
10391,7182,1,It is highly recommended that this recipe be relished by diabetics only occasionally and in small quantities. This is just a mere ‘treat’ and does not qualify for a regular diabetic menu.
10392,7183,1,"Combine the crushed ice, lemon juice, strawberry crush and sugar and blend in a blender till smooth."
10393,7183,2,Pour equal quantities of the juice in each salt-rimmed glass and serve immediately.
10394,7185,1,Approx. 3 gms of agar-agar gives 2 tbsp of powdered agar-agar.
10395,7186,1,Cool and slice the sponge cake horizontally into 2 equal layers.
10396,7186,2,Soak the bottom layer of the sponge cake with ½ the soaking syrup.
10397,7186,3,Spread all the filling evenly on the soaked layer of the cake using a palate knife.
10398,7186,4,Place the top layer of the sponge cake over it and soak it with the remaining soaking syrup.
10399,7186,5,Spread the beaten whipped cream evenly on the top and the sides of the cake using a palate knife.
10400,7186,6,Refrigerate for 2 to 3 hours or till the filling sets.
10401,7186,7,Garnish with the chocolate triangles on the sides of the cake and place the strawberries along the circumference of the cake followed by a few chocolate chips and place the strawberry fan in the centre of the cake as shown in the image.
10402,7186,8,Cut into 6 equal wedges and serve chilled.
10403,7189,1,"Combine the paneer, sugar and milk in a mixer and blend till smooth."
10404,7189,2,Strain the prepared mixture with the help of a sieve.
10405,7189,3,Add the beaten whipped cream and vanilla essence and mix well. Keep aside.
10406,7191,1,This recipe doesn’t turn out good in a hopper because ingredient like pineapple is very hard.
10407,7193,1,Slice the rasmalais carefully as they are delicate and can break easily.
10408,7194,1,Put the rocket leaves(arugula)in vesselful of icecold water for half an hour. It will make them crisp.
10409,7194,2,"Drain the water ,add the strawberries."
10410,7194,3,Sprinkle the sugar and add the balsamic vinegar and toss lightly.
10411,7194,4,Top with crunchy muesli and caramelized walnuts and serve immediately.
10412,7198,1,The quantities of sugar and lemon juice will vary depending on the sourness of the strawberries.
10413,7204,1,"Just before serving, combine the spinach, strawberries and almonds in a bowl, pour the dressing over the salad and toss well."
10414,7204,2,Serve immediately.
10415,7205,1,Preheat the oven to 200 degree C (400 degree F).
10416,7205,2,"Line a 200 mm. into 300 mm. (8"" into 12"") Swiss roll tin with grease-proof or waxed paper and set aside. "
10417,7205,3,"Ina bowl, mix the ingredients with the orange rind and 30 ml. of water and beat well."
10418,7205,4,Spoon the mixture into the prepared Swiss roll tin and smoothen the edges.
10419,7205,5,Bake in the preheated oven for 15 to 20 minutes until the sponge is golden brown and springs back when lightly pressed with the fingertips.
10420,7207,1,Combine the custard powder and ¼ cup of cold milk in a small bowl and keep aside.
10421,7207,2,"Heat the remaining 2¾ cups of cold milk and sugar in a deep non-stick pan, mix well and cook on a medium flame for 3 to 4 minutes, while stirring occasionally."
10422,7207,3,"Add the custard powder-milk mixture and vanilla essence, mix well and cook on a medium flame for 1 to 2 minutes, while stirring continuously or till the mixture coats the back of the spoon. Keep aside to cool completely."
10423,7207,4,"Once cooled, add the bananas and mix well."
10424,7208,1,Combine the sliced strawberries and honey in a bowl and toss gently till the honey coats the strawberries evenly. Refrigerate for at least 15 minutes.
10425,7208,2,Place the tarts on a clean dry surface and arrange a few honey coated strawberry slices along the circumference of each tart.
10426,7208,3,Put approx. 1 tbsp of the filling in the centre of each tart and serve immediately garnished with almonds.
10427,7210,1,"Boil the cream, add the chopped chocolate and stir till the chocolate dissolves completely ensuring there are no lumps.  Remove from the flame. "
10428,7210,2,Stir over a bowl of ice to cool quickly. 
10429,7211,1,Mash the strawberries using a fork and not mixer to avoid the strawberries from releasing water and losing its flavor.
10430,7212,1,2 cups of low fat curds gives 1 cup of hung low fat curds.
10431,7216,1,"Heat the oil in a broad non-stick pan, add the green peas and sauté on a medium flame for 3 minutes."
10432,7216,2,"Add all the other ingredients, mix well and cook on a medium flame for 1 to 2 minutes, while stirring occasionally. Keep aside."
10433,7217,1,"Combine the apples, sugar, lemon juice and ½ cup of water in a broad non-stick pan, mix well and cook on a medium flame for 9 minutes, while stirring occasionally."
10434,7217,2,"Add the cinnamon powder, mix well and cook for 30 seconds and keep aside."
10435,7218,1,Blend together all the ingredients in a mixer till smooth and creamy. Keep aside.
10436,7219,1,"Heat the milk in a broad non-stick pan and simmer while stirring continuously, till the milk is reduced to 1/3rd."
10437,7219,2,"Add the sugar and saffron, mix well and simmer for more 15 minutes or till the sugar is completely dissolved and the milk becomes thick and creamy."
10438,7219,3,Remove from the flame and keep aside.
10439,7220,1,Divide the stuffing into 4 equal portions and keep aside.
10440,7220,2,Divide the dough into 8 equal portions.
10441,7220,3,Roll 2 portions of the dough into a 150 mm. (6”) diameter circle using a little bajra flour for rolling.
10442,7220,4,"Place a rolled circle on a clean, dry surface, put a portion of the stuffing and spread it evenly."
10443,7220,5,Place another rolled circle on top and press well so that they stick well.
10444,7220,6,"Heat a non-stick tava (griddle) and cook the paratha on a medium flame, using ½ tsp of oil, till golden brown spots appear on both the sides."
10445,7220,7,Repeat steps 2 to 6 to make 3 more parathas.
10446,7220,8,Serve immediately.
10447,7221,1,Divide the stuffing into 3 equal portions and keep aside.
10448,7221,2,Divide the dough into 6 equal portions.
10449,7221,3,"Roll out each portion of the dough into a 125 mm. (5"") diameter circle, using a little bajra flour for rolling."
10450,7221,4,"Place a dough circle on a flat, dry surface and spread a portion of the stuffing over it."
10451,7221,5,Place the other dough circle over it and seal it tightly.
10452,7221,6,"Cook the paratha on a non-stick tava (griddle), using a little ghee, till it turns golden brown in colour from both the sides."
10453,7221,7,Repeat steps 3 to 6 to make 2 more parathas.
10454,7221,8,Serve immediately.
10455,7223,1,Divide the stuffing into 8 equal portions. Keep aside.
10456,7223,2,Roll out each portion of the dough into 150 mm. (6”) diameter thin circle. Keep aside.
10457,7223,3,"Place a roti on a clean, dry surface, put a portion of the stuffing and spread it evenly."
10458,7223,4,Place another roti on top and press well so that they stick well.
10459,7223,5,Cook a non-stick tava (griddle) till brown spots appear on both the sides.
10460,7223,6,Repeat with the remaining ingredients to make 3 more rotis.
10461,7223,7,Apply1/2  tsp of butter on each roti and serve hot.
10462,7224,1,"Mix the bajra flour, wheat flour, oil and salt and enough hot water to make a soft dough. "
10463,7224,2,Knead well. Divide the dough into 8 equal portions. 
10464,7224,3,"Roll out each portion of the dough thinly into circles of 200 mm. (4"") diamete. "
10465,7224,4,Lightly cook the bajra rotis on a tava (griddle) on both sides. Keep aside. 
10466,7225,1,Divide the dough into 4 equal portions.
10467,7225,2,Roll 2 portions of the dough separately into a 150 mm. (6”) diameter circle using a little whole wheat flour for rolling.
10468,7225,3,"Place a dough circle on a flat, dry surface and spread a portion of the filling over it."
10469,7225,4,Place the other dough circle over it and seal it tightly.
