recipe_id,step,description
6432,2,Heat the oil in a deep non-stick kadhai and add the mustard seeds and red chillies.
6432,3,"When the seeds crackle, add the onions and sauté on a medium flame for 1 minute."
6432,4,"Add the ridge gourd and salt, mix well. Cover with a lid and cook on a medium flame for 5 minutes, while stirring occasionally."
6432,5,"Add the turmeric powder, chilli powder, green chillies and the poppy seeds-water mixture and mix well. Cover with a lid and cook on a medium flame for another 3 to 4 minutes or till all the water evaporates, while stirring occasionally."
6432,6,Serve hot.
6433,1,Combine the poppy seeds powder and 1 tbsp of water in a bowl and mix well to make a smooth paste. Keep aside.
6433,2,Heat the oil in a non-stick kadhai and add the mustard seeds.
6433,3,"When the seeds crackle, add the red chillies and sauté on a medium flame for a few seconds."
6433,4,Add the onions and sauté on a medium flame for 3 to 4 minutes or till they turn translucent.
6433,5,"Add the ridge gourd, turmeric powder, chilli powder, green chillies and 2 tbsp of water, mix well and cook on a medium flame for 4 to 5 minutes, while stirring once in between."
6433,6,"Add the poppy seed paste, salt and 3 tbsp of water mix well and cover and cook on a medium flame for another 4 to 5 minutes, stirring once in between. Serve hot."
6434,1,"Heat the oil in a non-stick kadhai, add the mustard seeds, asafoetida, turmeric powder, coriander-cumin seeds powder and chilli powder and sauté on a medium flame for a few seconds."
6434,2,"Add the brinjal and potatoes, mix well and cook on a slow flame for 10 to 12 minutes or till the vegetables are half-cooked, while stirring occasionally."
6434,3,"Add the besan, plain flour and salt, mix well and cook on a medium flame for 10 to 12 minutes or till the potatoes are cooked."
6434,4,Serve hot.
6435,1,"Combine the brinjal cubes and the prepared powder in a deep bowl, toss well and keep aside for 10 minutes."
6435,2,Heat the oil in a non-stick kadhai and add the cumin seeds.
6435,3,"When the seeds crackle, add the onion-coriander paste and 1 tbsp of water and sauté on a medium flame for 1 minute."
6435,4,"Add the marinated brinjal cubes, green peas, salt and ½ cup of water and mix well. Cover with a lid and cook on a medium flame for 8 to 10 minutes, while stirring occasionally."
6435,5,Add the lemon juice and mix well.
6435,6,Serve hot garnished with sprigs of coriander.
6436,1,"Heat a small non-stick pan, add the peppercorns, red chillies, fenugreek seeds, mustard seeds and cumin seeds and dry roast them on a medium flame for 3 minutes or till the spices leave an aroma. Keep aside to cool slightly."
6436,2,"Transfer these roasted spices into a mixer, add the onions, garlic and ginger and blend into a smooth paste without using water. Keep the onion-spice paste aside."
6436,3,"Heat the oil in a deep non-stick pan, add the curry leaves and sauté on a medium flame for a few seconds."
6436,4,"Add the prepared onion-spice paste and turmeric powder and sauté on a medium flame for 7 minutes or till the oil separates from the curry, while stirring continuously."
6436,5,"Add the mango pulp, jaggery, tamarind pulp and salt, mix well and cook on a medium flame for 6 minutes, while stirring occasionally."
6436,6,Add the peeled whole mangoes to the curry and mix gently.
6436,7,Serve hot with cooked rice.
6437,1,Combine the plain flour and ¾ cup of water in a bowl and mix well into a thick batter till no lumps remain. Keep aside.
6437,2,"Combine the rice, cheese, capsicum, chilli flakes, basil and salt in a deep bowl and mix well."
6437,3,Divide the mixture into 12 equal portions and shape each portion into a round ball.
6437,4,Dip each ball into the plain flour-water mixture and roll them in the bread crumbs till they are evenly covered from all the sides. Refrigerate for 15 to 20 minutes.
6437,5,"Heat the oil in a deep  non-stick kadhai and deep-fry the balls, a few at a time, till they turn golden brown in colour from all the sides. Drain on an absorbent paper."
6437,6,Serve immediately with pizza sauce.
6438,1,"Clean, wash and soak the rice for about 10 minutes. Drain and keep aside."
6438,2,"Heat the olive oil in a pan, add the carrots, green peas and garlic and sauté for 2 minutes."
6438,3,Add the rice and sauté for 2 minutes.
6438,4,"Pour 3 1/2 cups of hot water and salt and bring to a boil. Cover and simmer till the rice is almost cooked, adding a little water if required."
6438,5,"When the rice is cooked, add the spinach, basil, celery, parsley, cheese tomato pureé and cream and red wine and mix well."
6438,6,Serve immediately.  
6439,1,Combine all the ingredients in  a deep bowl and mix well.
6439,2,Serve immediately.
6440,1,"Combine the cornflour and ¼ cup of cold milk in a bowl, mix well and keep aside."
6440,2,"Pour the remaining 2¼ cups of milk and sugar in a deep non-stick pan, mix well and cook on a medium flame for 4 minutes, while stirring occasionally."
6440,3,"Add the cornflour-milk mixture, mix well and cook on a medium flame for 1 to  2 minutes ,while stirring continuously."
6440,4,Remove the mixture from the flame and cool completely.
6440,5,"Once cooled, add the fresh cream and vanilla essence and mix well."
6440,6,Pour the mixture into a shallow aluminium container. Cover with an aluminium foil and freeze for 6 hours or till semi-set.
6440,7,Remove the semi-set ice-cream from the freezer and transfer it in a mixer and blend till smooth.
6440,8,"Transfer the mixture back into the same aluminium shallow container, add the almonds and chocolate chips and mix well."
6440,9,Cover with an aluminium foil and freeze for approx. 10 hours or till set.
6440,10,Scoop and serve immediately.
6441,1,"Pierce the red capsicum with a fork, brush little oil evenly over it and roast it over an open flame till it turns black from all the sides."
6441,2,"Cool, wash it in cold water and remove the skin, stem and seeds and discard them. Cut the capsicum into thin slices. Keep aside."
6441,3,Repeat steps 1 and 2 with the yellow and green capsicum.
6441,4,"Combine the red, yellow and green capsicum strips in a bowl, sprinkle oregano and salt over it and toss well."
6441,5,Divide the topping into 2 equal portions and keep aside.
6442,1,"Pierce the red capsicum with a fork, brush ¼ tsp of oil evenly over it and roast it over an open flame till it turns black from all the sides."
6442,2,"Cool, wash it in cold water."
6442,3,"Remove the skin, stem and seeds and discard them. Cut the capsicum into thin slices. Keep aside."
6442,4,Repeat steps 1 to 3 with the yellow and green capsicum as well.
6442,5,"Combine the red, yellow and green capsicum slices in a deep bowl, add all the remaining ingredients and mix well. Keep aside."
6443,1,"Place the bread slices on a clean, dry surface and brush them with a little melted butter."
6443,2,Place the bread slices on a greased baking tray and bake in a pre-heated oven at 180°c (360°f) for 4 to 5 minutes. Keep aside.
6444,1,"Pierce a fork through the capsicum, brush oil evenly over it and roast on a slow flame till it turns black in colour from all the sides."
6444,2,"Immerse the capsicum in cold water, remove the skin, stem and seeds and roughly chop them."
6444,3,Combine the red capsicum with all the remaining ingredients and blend in a mixer till smooth.
6444,4,Serve with potato wedges.
6445,1,Combine all the ingredients in a deep bowl and toss well.
6445,2,"Heat a non-stick griller till hot, arrange half the marinated capsicum strips on it and cook on a medium flame for 3 minutes."
6445,3,Turn each marinated cooked capsicum over using a tong and cook the other side as well for 3 minutes.
6445,4,Repeat steps 2 and 3 to make 1 more batch.
6445,5,Serve immediately.
6446,1,"Wash the brussels sprouts well and cut each vertically into 2, if the brussel sprout is little bigger in size cut into 3 pieces as it cooks better when little smaller in size."
6446,2,Combine all the ingredients in a deep bowl and toss well.
6446,3,"Heat a non-stick grill pan till hot, arrange the brussels sprouts halves on it in a single layer and cook on a medium low flame for 4 minutes."
6446,4,Turn each cooked brussels sprouts halve over using a tong and cook the other side as well for 4 minutes.
6446,5,Serve immediately.
6447,1,"Pierce the red capsicum with a fork, brush a little oil evenly over it and roast it over an open flame till it turns black from all the sides."
6447,2,"Cool, wash it in cold water and remove the burnt skin, stem and seeds and discard them. Cut the capsicum into cubes and keep aside."
6447,3,Repeat steps 1 and 2 for green and yellow capsicum.
6447,4,Combine all the ingredients along with the peanut dressing and toss well.
6447,5,Serve immediately.
6448,1,"Combine the cornflour and low-fat milk in a bowl, mix well and keep aside."
6448,2,Pierce a fork through the capsicum and roast them one at a time on a medium flame till it turns black from all the sides.
6448,3,"Wash and remove their skin, stem and seeds. Roughly chop and keep aside."
6448,4,"Combine the tomatoes, garlic, bayleaves and 3 cups of water in a deep pan and boil on a medium flame till the tomatoes are soft."
6448,5,Cool the tomatoes completely and discard the bayleaves.
6448,6,Combine the capsicum and tomatoes and blend in a mixer to a smooth mixture.
6448,7,"Transfer the mixture back to the pan, add the cornflour-milk mixture and salt, mix well and cook on a medium flame for 2 minutes, while stirring continuously."
6448,8,Add the sugar and mix well.
6448,9,Serve hot.
6449,1,Combine all the ingredients in a deep bowl and mix well.
6449,2,Place them on a baking tray in a single layer.
6449,3,Bake in a pre-heated oven at 180°c (360°f) for 15 minutes.
6449,4,Let it cool completely.
6449,5,Serve immediately or store in air tight container.
6450,1,"Heat 1 tsp of oil in a broad non-stick pan, add the chana dal and roast on a medium flame for 2 minutes."
6450,2,Transfer it on a plate and cool completely.
6450,3,"Blend in a mixer along with the cumin seeds, ginger, dry red chillies and salt to a coarse powder."
6450,4,"Transfer the powder into a deep bowl, add the curds and 2½ tbsp of water and mix well. Keep aside."
6450,5,Heat the remaining 1 tsp of oil in a small non-stick pan and add the mustard seeds.
6450,6,"When the seeds crackle, add the curry leaves and asafoetida and sauté on a medium flame for a few seconds."
6450,7,Pour the tempering over the prepared chutney and mix well.
6450,8,Serve or store in an air-tight container in the refrigerator. Use as required.
6451,1,"Roast the corn on an open flame, till black spots appear."
6451,2,"Scrape it using a sharp knife, keep aside."
6451,3,"Grease the yellow capsicum with little olive oil and roast it on an open flame using a fork, till it turns black in colour from all the sides."
6451,4,Put it in cold water and scrape the burnt part.
